,,,,Day 5,,,,,,,Day 8,,,,,,,,,,,,,,EOT,,,,,,,,,,,,,
10426-21,Golgi SNAP receptor complex member 2,GOSR2,O14653,113.8666667,59.12468933,0.481484372,0.308537539,1.386926512,82.1,29.3,132.9333333,62.39734681,0.294757743,0.202328381,1.432471264,1.460241491,0.91504513,0.577813219,0.433816167,1.220758325,92.8,19.9,1.196175739,0.18450608,,,,,,,,,,,,,,
10427-2,Fc_MOUSE,nan,Q99LC4,629.05,108.2040472,0.754511708,0.433816167,1.18621535,530.3,242.9,697.0833333,201.4280799,0.796238894,0.433816167,1.162289843,1.093028562,0.12805712,0.788065914,0.308537539,0.982253861,599.75,291.35,1.11277604,0.039707147,,,,,,,,,,,,,,
10428-1,Killer cell immunoglobulin-like receptor 2DS2,KIR2DS2,P43631,1573.666667,537.244546,0.509018853,0.121672505,1.343750889,1171.1,425.2,1534.816667,564.5432089,0.734713381,0.308537539,1.197018146,1.005093692,0.245909065,0.722463496,0.433816167,0.947825326,1282.2,562,1.060420801,0.094875822,,,,,,,,,,,,,,
10430-31,4F2 cell-surface antigen heavy chain:Cytoplasmic domain,SLC3A2,P08195,215.9166667,196.0068317,0.644341477,0.308537539,1.282546283,168.35,43.55,223.3333333,184.2140392,0.725063155,0.433816167,1.197497766,1.082816496,0.150563041,0.874910752,0.433816167,0.987797154,186.5,55.3,1.096193173,0.044911122,,,,,,,,,,,,,,
10432-3,Uncharacterized protein KIAA1644,SHISAL1,Q3SXP7,120.0333333,8.815264539,0.836464826,0.308537539,1.021125762,117.55,9.25,123.5666667,13.53485213,0.377493977,0.308537539,1.050290409,1.030616782,0.094262556,0.797921441,0.433816167,1.024083722,117.65,1.05,1.00637942,0.070259546,,,,,,,,,,,,,,
10435-2,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,AGA,P20933,641.6166667,50.00484699,0.417613642,0.433816167,0.97001537,661.45,2.55,651.95,75.0328317,0.703011124,0.308537539,0.956569584,1.016046691,0.08907812,0.899827651,0.433816167,0.985749648,681.55,56.95,1.030735028,0.090072378,,,,,,,,,,,,,,
10438-19,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha,CSF2RA,P15509,928.9166667,103.4879126,0.405518257,0.308537539,1.047551922,886.75,4.75,968.4,89.22520197,0.196649531,0.121672505,1.071238938,1.046189725,0.05868823,0.530063855,0.433816167,1.02607969,904,19.3,1.019598901,0.027226495,,,,,,,,,,,,,,
10439-57,Alpha-amylase 2B,AMY2B,P19961,5974,1201.098565,0.77262835,0.433816167,0.861993088,6930.45,2557.25,6038.366667,1553.416666,0.677711678,0.433816167,0.85558964,1.006737053,0.197184401,0.740229787,0.433816167,0.944559146,7057.55,1833.65,1.065827436,0.128698311,,,,,,,,,,,,,,
10440-26,CXADR-like membrane protein:Extracellular domain,CLMP,Q9H6B4,961.7166667,169.7029308,0.06803073,0.066807201,1.228324499,782.95,24.85,1055.183333,237.2852251,0.222366931,0.308537539,1.184268612,1.090729083,0.096624096,0.724136392,0.433816167,0.955562778,891,56.7,1.141452041,0.108646891,,,,,,,,,,,,,,
10442-1,Transmembrane protein 190,TMEM190,Q8WZ59,345.3166667,95.2795259,0.028708964,0.033376508,1.924305749,179.45,32.05,357.5,99.62313988,0.076808664,0.066807201,1.851372346,1.035446792,0.083912803,0.741744419,0.433816167,0.97276548,193.1,45.8,1.064436201,0.065114627,,,,,,,,,,,,,,
10445-20,Apolipoprotein M,APOM,O95445,742.9166667,114.0695317,0.155524913,0.066807201,1.223310829,607.3,52.6,714.5833333,53.81026596,0.39243104,0.202328381,1.106851508,0.976082352,0.115652543,0.152226433,0.121672505,0.917765068,645.6,52.6,1.063542714,0.005503617,,,,,,,,,,,,,,
10447-18,Polyadenylate-binding protein 3,PABPC3,Q9H361,2005.366667,273.5124901,0.333657776,0.308537539,1.073795436,1867.55,46.85,2124.85,862.5181327,0.340682858,0.433816167,1.248589729,1.090160894,0.509957792,0.472122947,0.433816167,1.197929588,1701.8,132.7,0.910037538,0.048226147,,,,,,,,,,,,,,
10449-31,Protein shisa-2 homolog,SHISA2,Q6UWI4,2717.516667,455.4406746,0.876660094,0.433816167,1.046748711,2596.15,610.45,2948.133333,616.7752013,0.779111577,0.433816167,0.929028734,1.096496578,0.201590479,0.241282648,0.308537539,0.887585702,3173.35,610.15,1.235369808,0.055459623,,,,,,,,,,,,,,
10451-11,Nucleobindin-1,NUCB1,Q02818,1417.383333,227.0775816,0.214021878,0.202328381,1.157567343,1224.45,84.35,1652.15,405.310563,0.135870585,0.202328381,1.243667432,1.177534515,0.281167447,0.531940112,0.433816167,1.082053063,1328.45,33.05,1.088241007,0.047975114,,,,,,,,,,,,,,
10452-24,Fc_MOUSE,nan,Q99LC4,677.3666667,149.7619185,0.550158473,0.308537539,1.127816628,600.6,88,730.9666667,222.0936714,0.990025384,0.433816167,0.99668212,1.070057905,0.144310671,0.184747344,0.202328381,0.882576005,733.4,142.3,1.212425784,0.059284933,,,,,,,,,,,,,,
10453-7,Carcinoembryonic antigen-related cell adhesion molecule 20,CEACAM20,Q6UY09,663.9166667,1259.027342,0.347426732,0.202328381,8.273104881,80.25,0.95,629.8,1165.143274,0.349049736,0.308537539,6.871794872,1.056766102,0.061222837,0.026386797,0.033376508,0.925314749,91.65,1.05,1.142061232,0.000435616,,,,,,,,,,,,,,
10454-99,DnaJ homolog subfamily C member 16,DNAJC16,Q9Y2G8,453.3833333,179.3122827,0.62094377,0.308537539,0.914724772,495.65,3.65,213.05,59.32505794,0.886678983,0.433816167,0.942699115,0.508129712,0.131313001,0.771177448,0.433816167,1.116913021,226,70.7,0.454941166,0.139290759,,,,,,,,,,,,,,
10455-196,Interleukin-31,IL31,Q6EBC2,396.7333333,19.27482526,0.847333851,0.433816167,0.981284525,404.3,30.7,416.45,19.73657772,0.677055189,0.433816167,1.0094534,1.051089747,0.052938179,0.805923784,0.433816167,1.024121762,412.55,0.05,1.026332792,0.07805693,,,,,,,,,,,,,,
10457-3,Interleukin-18 receptor accessory protein,IL18RAP,O95256,417.1166667,59.22725771,0.332751152,0.202328381,1.100862145,378.9,22.6,450.55,60.56315574,0.365398887,0.308537539,1.108636811,1.081682273,0.051994422,0.741801132,0.308537539,1.009463065,406.4,30.8,1.071542199,0.017374363,,,,,,,,,,,,,,
10460-1,Chitotriosidase-1,CHIT1,Q13231,1151.166667,768.4646634,0.829962388,0.308537539,0.895605607,1285.35,443.45,1247.4,599.9362633,0.743964803,0.308537539,0.852806454,1.253971917,0.482796445,0.627152686,0.433816167,1.097862853,1462.7,490.8,1.142193593,0.012219045,,,,,,,,,,,,,,
10461-57,Fc_MOUSE,nan,Q99LC4,166.5333333,7.74589497,0.480832712,0.308537539,1.023560746,162.7,3.4,175.25,6.230502922,0.127505436,0.121672505,1.030882353,1.054960741,0.065967625,0.780164387,0.308537539,1.009342642,170,1,1.04519585,0.015695549,,,,,,,,,,,,,,
10462-14,Insulin-like peptide INSL5,INSL5,Q9Y5Q6,349.15,41.57927168,0.21337655,0.066807201,0.82727165,422.05,32.75,345.8166667,59.29472761,0.998094257,0.308537539,1.000192818,0.993021188,0.138741466,0.132084606,0.202328381,1.20530827,345.75,1.65,0.823873206,0.060020963,,,,,,,,,,,,,,
10463-23,Intestinal-type alkaline phosphatase,ALPI,P09923,640.0166667,47.45199036,0.644576348,0.433816167,1.022309187,626.05,18.35,675.1,77.17434807,0.565888211,0.308537539,0.950242804,1.053053254,0.070357074,0.546923048,0.433816167,0.925568847,710.45,41.55,1.137736277,0.099716414,,,,,,,,,,,,,,
10464-6,Anthrax toxin receptor 1,ANTXR1,Q9H6X2,1357.55,156.5769646,0.771335324,0.433816167,1.050938649,1291.75,172.75,1328.35,127.598782,0.811319754,0.433816167,1.018399969,0.983071687,0.078857382,0.728949714,0.308537539,0.963119986,1304.35,70.45,1.020715696,0.081965269,,,,,,,,,,,,,,
10467-58,Fc_MOUSE,nan,Q99LC4,366.9166667,49.67338042,0.508832051,0.433816167,1.055723397,347.55,15.75,380.7333333,37.76129706,0.943176894,0.433816167,1.003382088,1.046621865,0.094790259,0.57130788,0.433816167,0.956304902,379.45,3.15,1.09444369,0.05866059,,,,,,,,,,,,,,
10470-34,Thioredoxin domain-containing protein 11:C-term,TXNDC11,Q6PKC3,257.9333333,199.5192695,0.428574435,0.308537539,1.588259442,162.4,65.4,358.3166667,244.4669672,0.252534364,0.433816167,1.770776707,2.045988702,1.768221048,0.408865304,0.433816167,1.549869332,202.35,56.45,1.320103998,0.184019713,,,,,,,,,,,,,,
10471-25,Fc_MOUSE,nan,Q99LC4,423.35,29.58134266,0.89598622,0.433816167,0.98659986,429.1,34.2,467.4833333,36.03740726,0.968148465,0.433816167,1.005232412,1.10697141,0.084804995,0.603031506,0.308537539,1.023302108,465.05,47.85,1.081764027,0.025294035,,,,,,,,,,,,,,
10472-53,Tumor necrosis factor receptor superfamily member 14,TNFRSF14,Q92956,1110.916667,186.8254213,0.821589829,0.433816167,1.063332536,1044.75,226.65,1185.316667,243.715479,0.762552507,0.308537539,0.903959326,1.074121979,0.176033166,0.09077157,0.121672505,0.861016085,1311.25,319.25,1.247505125,0.034939424,,,,,,,,,,,,,,
10473-2,Trefoil factor 2,TFF2,Q03403,364.5333333,354.5663533,0.368177433,0.308537539,1.810895844,201.3,53.6,371.6166667,372.8101099,0.389962378,0.433816167,1.763305654,1.018368018,0.082900888,0.593985267,0.308537539,0.958283882,210.75,45.05,1.062699725,0.059168928,,,,,,,,,,,,,,
10476-23,Fc_MOUSE,nan,Q99LC4,4702.466667,2187.75583,0.304642016,0.202328381,1.683993148,2792.45,1150.95,4554.75,2390.961192,0.262056166,0.202328381,1.668803928,0.961919937,0.177989635,0.692866751,0.433816167,0.947282211,2729.35,910.95,1.01545234,0.092314946,,,,,,,,,,,,,,
10477-162,Fc_MOUSE,nan,Q99LC4,493.8833333,225.1997071,0.317946993,0.202328381,1.310730715,376.8,37.2,673.8333333,456.5048545,0.278005571,0.433816167,1.584185573,1.632278975,1.247622303,0.428176601,0.433816167,1.429436322,425.35,7.35,1.141903945,0.132242109,,,,,,,,,,,,,,
10479-18,Stromelysin-2,MMP10,P09238,2525.383333,955.9620275,0.571178249,0.433816167,1.118886747,2257.05,130.05,2569.6,1112.71832,0.431948318,0.308537539,0.818461244,1.006033675,0.093760603,0.139887979,0.033376508,0.726511314,3139.55,424.95,1.384746054,0.108488414,,,,,,,,,,,,,,
10480-33,CD59 glycoprotein,CD59,P13987,5048.283333,10138.38589,0.480906497,0.433816167,3.317637652,1521.65,1108.25,3831.766667,7359.015853,0.588378873,0.433816167,2.137785465,1.001109569,0.12648113,0.479033147,0.308537539,0.906324634,1792.4,1377.4,1.10458166,0.100711317,,,,,,,,,,,,,,
10485-56,Melanoma-associated antigen 4,MAGEA4,P43358,39.55,32.6826534,0.531218857,0.433816167,1.422661871,27.8,9.7,85.63333333,88.19691353,0.200222718,0.433816167,3.154082259,4.354375797,6.081046715,0.275752092,0.433816167,4.245936304,27.15,6.05,1.025539595,0.140206262,,,,,,,,,,,,,,
10489-19,Fc_MOUSE,nan,Q99LC4,120.8166667,10.21035694,0.587425858,0.202328381,1.076797386,112.2,11.5,130.95,15.082965,0.862592163,0.433816167,1.025048924,1.085975865,0.106986567,0.335130536,0.308537539,0.954606108,127.75,14.15,1.137616715,0.009513438,,,,,,,,,,,,,,
10490-3,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1:Cytoplasmic domain,RPN1,P04843,2905.916667,267.0683584,0.82605886,0.433816167,0.977814044,2971.85,226.75,2644.016667,230.1995179,0.251784288,0.202328381,0.951102238,0.913415438,0.080374263,0.751521874,0.433816167,0.971491858,2779.95,26.55,0.940219344,0.062804225,,,,,,,,,,,,,,
10491-21,Fc_MOUSE,nan,Q99LC4,1169.416667,189.9191531,0.918428892,0.433816167,1.023559446,1142.5,203.9,1287.25,383.0317905,0.705424247,0.433816167,0.874104505,1.107016023,0.283452657,0.344902051,0.308537539,0.870145776,1472.65,366.65,1.27221904,0.093868304,,,,,,,,,,,,,,
10494-48,Fc_MOUSE,nan,Q99LC4,460.75,509.1876561,0.355547258,0.433816167,2.01420765,228.75,14.25,506.7833333,584.0039395,0.351556987,0.308537539,2.125323268,1.074377122,0.103358988,0.5586107,0.433816167,1.029536907,238.45,10.65,1.043553771,0.018450891,,,,,,,,,,,,,,
10495-10,Fc_MOUSE,nan,Q99LC4,163.5833333,8.157086217,0.609756108,0.200920342,0.953005146,171.65,11.55,176.8333333,11.64598166,0.56193665,0.121672505,0.981589416,1.081747132,0.061281937,0.792554185,0.308537539,1.025523333,180.15,1.35,1.054824496,0.078841963,,,,,,,,,,,,,,
10496-11,Calcium-activated chloride channel regulator 1,CLCA1,A8K7I4,539.2166667,81.21336952,0.580767614,0.308537539,0.810425591,665.35,164.15,550.65,103.6576376,0.608354684,0.433816167,0.791561849,1.016531636,0.054422599,0.831862019,0.433816167,0.985136327,695.65,206.25,1.031869,0.055412495,,,,,,,,,,,,,,
10497-242,Fc_MOUSE,nan,Q99LC4,285.7,38.69939707,0.699276097,0.433816167,0.972430225,293.8,9.9,302.4166667,35.85560936,0.399700775,0.308537539,0.953093812,1.064108548,0.087089797,0.739063273,0.308537539,0.98445118,317.3,2.6,1.080915509,0.027573395,,,,,,,,,,,,,,
10499-1,Transmembrane protein 106A,TMEM106A,Q96A25,184.5,23.15628065,0.401155134,0.202328381,1.054285714,175,0.3,164.6166667,10.76962034,0.453313154,0.121672505,1.024372537,0.901981061,0.093886135,0.714119329,0.308537539,0.982239484,160.7,0.2,0.918290372,0.002717069,,,,,,,,,,,,,,
10501-3,Fc_MOUSE,nan,Q99LC4,36.03333333,39.15527494,0.314372406,0.308537539,2.252083333,16,4.7,63.96666667,61.58459403,0.204250366,0.308537539,2.745350501,3.273937378,3.428140004,0.293225761,0.433816167,2.222306129,23.3,6,1.473216194,0.057757257,,,,,,,,,,,,,,
10502-15,Fc_MOUSE,nan,Q99LC4,468.7333333,52.82305894,0.624756672,0.202328381,0.910692313,514.7,69.1,512.75,69.20170398,0.428025315,0.202328381,0.900272145,1.093344877,0.071240071,0.782840387,0.308537539,0.981357872,569.55,48.05,1.114114338,0.056217798,,,,,,,,,,,,,,
10503-55,Fc_MOUSE,nan,Q99LC4,1083.45,829.0170058,0.328090061,0.433816167,1.605111111,675,85.4,1003.2,473.7725861,0.498011918,0.433816167,1.219325433,1.0467794,0.178720111,0.11119334,0.121672505,0.862377106,822.75,130.65,1.213830229,0.039983553,,,,,,,,,,,,,,
10504-6,Fc_MOUSE,nan,Q99LC4,238.2833333,23.83215032,0.54741391,0.251215164,0.971791735,245.2,1.4,247.4833333,17.7873941,0.896398906,0.433422363,1.006848386,1.047699501,0.121836993,0.494137384,0.308537539,1.045321663,245.8,8.8,1.002274743,0.030166457,,,,,,,,,,,,,,
10505-12,E3 ubiquitin-protein ligase RNF43,RNF43,Q68DV7,754.1666667,129.2673801,0.029949754,0.121672505,1.297825962,581.1,15.9,840.45,146.5073917,0.019919817,0.121672505,1.365808077,1.117126124,0.11109904,0.316493258,0.308537539,1.055507109,615.35,28.75,1.058378588,0.020515884,,,,,,,,,,,,,,
10506-53,Membrane-associated progesterone receptor component 2,PGRMC2,O15173,963.3333333,170.2531514,0.65958572,0.433816167,1.065280696,904.3,91.9,910.65,170.3278383,0.6135886,0.308537539,1.070031138,0.945624559,0.055960015,0.909974908,0.433816167,1.003479771,851.05,75.65,0.942345413,0.01211052,,,,,,,,,,,,,,
10507-166,Acrosomal protein SP-10,ACRV1,P26436,184.5166667,23.99759826,0.57793271,0.121672505,0.964288825,191.35,4.45,199.7833333,25.46065047,0.720183306,0.202328381,0.976935615,1.084099024,0.055218302,0.56100033,0.433816167,1.014450824,204.5,5.3,1.068656063,0.002845469,,,,,,,,,,,,,,
10510-62,SLP adapter and CSK-interacting membrane protein,SCIMP,Q6UWF3,284.2333333,222.229676,0.343715313,0.308537539,1.576446663,180.3,3.4,310.4666667,252.5336523,0.31135774,0.121672505,1.693762502,1.077462866,0.077645943,0.294997644,0.308537539,1.059157368,183.3,2.7,1.017283076,0.034158416,,,,,,,,,,,,,,
10511-10,Collagen alpha-3(VI) chain:isoform 3,COL6A3,P12111,703.9833333,957.0710378,0.304956198,0.308537539,3.423210957,205.65,105.45,1711.466667,2168.778825,0.19438152,0.202328381,6.671084259,7.46826502,10.66709486,0.261717271,0.433816167,5.234289373,256.55,78.55,1.426796359,0.349650747,,,,,,,,,,,,,,
10512-13,Cytokine receptor common subunit beta:Extracellular domain,CSF2RB,P32927,235.7166667,43.42953744,0.686446803,0.433816167,0.952775532,247.4,18.3,245.1833333,39.47401747,0.35981288,0.308537539,0.931547619,1.046622729,0.067900661,0.796254999,0.308537539,0.979374117,263.2,3.5,1.068664886,0.064901243,,,,,,,,,,,,,,
10513-13,Calsenilin,KCNIP3,Q9Y2W7,488.1,33.76492263,0.525746979,0.433816167,0.598455125,815.6,355.3,505.3,36.08859469,0.508473158,0.202328381,0.569801534,1.039642815,0.095594372,0.357184913,0.308537539,0.959477308,886.8,392,1.083551228,0.008600109,,,,,,,,,,,,,,
10514-5,Prostaglandin-H2 D-isomerase,PTGDS,P41222,23661.6,2408.665202,0.057010697,0.202328381,1.126995089,20995.3,293.6,26392.25,4966.212279,0.699870091,0.433816167,1.051754335,1.111841815,0.14707505,0.517614009,0.308537539,0.93119671,25093.55,2161.25,1.193992423,0.086242817,,,,,,,,,,,,,,
10516-53,Fc_MOUSE,nan,Q99LC4,65.55,4.012376686,0.483883075,0.157206327,0.944524496,69.4,3.8,69.45,4.79052885,0.875377255,0.433816167,0.9886121,1.062877673,0.092209361,0.274153941,0.308537539,1.05002007,70.25,3.85,1.012245102,5.00E-05,,,,,,,,,,,,,,
10518-14,Fc_MOUSE,nan,Q99LC4,91.78333333,2.138860029,0.738868706,0.433816167,0.967668248,94.85,7.05,97.73333333,6.321304366,0.550588799,0.433422363,0.960524161,1.064151673,0.053653034,0.799281995,0.433816167,0.989942654,101.75,4.75,1.074962948,0.029820651,,,,,,,,,,,,,,
10521-10,Matrix-remodeling-associated protein 8:Extracellular domain,MXRA8,Q9BRK3,501.2333333,52.92685729,0.33542492,0.202328381,0.921638932,543.85,27.75,521.8166667,50.20104304,0.683195127,0.308537539,0.978375676,1.045724119,0.086697887,0.211427561,0.202328381,1.065017452,533.35,14.55,0.981884492,0.023347053,,,,,,,,,,,,,,
10522-167,Fc_MOUSE,nan,Q99LC4,5152.866667,948.0967895,0.860249917,0.433816167,1.06812874,4824.2,1459.8,5665.2,1908.053604,0.658657771,0.308537539,0.810448914,1.099500175,0.30304556,0.053055523,0.121672505,0.762946313,6990.2,2229.1,1.441123913,0.025983026,,,,,,,,,,,,,,
10527-22,ATP-dependent RNA helicase A,DHX9,Q08211,186.7166667,26.20460625,0.571301745,0.308537539,1.060890152,176,12.3,198.3333333,39.23313509,0.855475665,0.433816167,0.970557051,1.058867334,0.111018729,0.273112713,0.121672505,0.914945306,204.35,23.75,1.157301237,0.054063607,,,,,,,,,,,,,,
10528-2,Dipeptidase 1,DPEP1,P16444,310.85,68.95152283,0.470280248,0.066807201,0.765829022,405.9,89.4,325.4166667,75.45613332,0.512751049,0.066807201,0.749376319,1.04627951,0.041958442,0.85270946,0.433816167,0.988408486,434.25,115.45,1.058549704,0.051282721,,,,,,,,,,,,,,
10529-19,Fc_MOUSE,nan,Q99LC4,342.55,26.40187809,0.635937256,0.308537539,0.980114449,349.5,7.3,363.5166667,20.60949754,0.768705685,0.433816167,0.980622246,1.067445477,0.102922188,0.898026465,0.433816167,1.007004175,370.7,18.4,1.060020905,0.030506001,,,,,,,,,,,,,,
10530-8,Proteasome subunit beta type-6,PSMB6,P28072,346.8333333,32.37770152,0.161382989,0.121672505,1.08470159,319.75,8.55,483.3166667,212.2516071,0.281804165,0.121672505,1.31086701,1.414111636,0.668925521,0.423420151,0.433816167,1.226087758,368.7,6.7,1.153352708,0.009886366,,,,,,,,,,,,,,
10531-18,GTPase NRas,NRAS,P01111,909.45,82.77857513,0.778853547,0.433816167,0.982976654,925.2,36.3,1077.7,340.1149855,0.815157287,0.308537539,0.946596399,1.177781343,0.307764827,0.847427934,0.433816167,0.949750585,1138.5,180.2,1.240095411,0.243423545,,,,,,,,,,,,,,
10533-1,Fc_MOUSE,nan,Q99LC4,246.9166667,39.16773403,0.734917528,0.308537539,1.099606621,224.55,50.25,270.95,43.26772277,0.988020305,0.433816167,1.004076339,1.113282522,0.178125653,0.306531995,0.433816167,0.924105681,269.85,57.55,1.204713426,0.01330149,,,,,,,,,,,,,,
10534-40,Poly [ADP-ribose] polymerase 1:BRCA1 C-terminal:BRCA1 C-terminus domian,PARP1,P09874,332.5333333,31.70592304,0.677235885,0.308537539,1.029993289,322.85,15.55,370.9666667,19.92022981,0.281099697,0.066807201,1.111510612,1.120864732,0.069265371,0.03966212,0.066807201,1.084897703,333.75,20.15,1.033152461,0.012651322,,,,,,,,,,,,,,
10535-25,Cytochrome c oxidase subunit 6A2; mitochondrial,COX6A2,Q02221,237.3166667,171.9886761,0.16205556,0.202328381,2.137987988,111,7.8,239.7333333,143.2730222,0.146070658,0.308537539,1.853369411,1.071947584,0.1663752,0.269493533,0.308537539,0.91865422,129.35,6.65,1.166867317,0.022086172,,,,,,,,,,,,,,
10539-30,CD99 antigen-like protein 2,CD99L2,Q8TCZ2,427.0666667,16.97710877,0.119117248,0.066807201,0.950409851,449.35,7.55,469.5833333,26.44254253,0.133675534,0.121672505,0.933008809,1.100168642,0.056729509,0.737355757,0.433816167,0.981564991,503.3,12.1,1.120831175,0.045760043,,,,,,,,,,,,,,
10546-2,Thrombospondin-type laminin G domain and EAR repeat-containing protein,TSPEAR,Q8WU66,703.1,200.5045386,0.39005409,0.308537539,1.237961088,567.95,99.65,738.6833333,143.8085465,0.72614802,0.308537539,1.088379746,1.079675505,0.159498112,0.179873807,0.121672505,0.905648801,678.7,128,1.192156941,0.016201357,,,,,,,,,,,,,,
10547-42,Fc_MOUSE,nan,Q99LC4,438.95,35.93451219,0.737921964,0.433816167,0.955069626,459.6,47,465.0166667,37.27346763,0.519345872,0.308537539,0.949207321,1.060846641,0.046258968,0.875792718,0.433816167,0.990387302,489.9,26.9,1.071143217,0.051008989,,,,,,,,,,,,,,
10548-35,Fc_MOUSE,nan,Q99LC4,1209,192.3609888,0.000464241,0.033376508,0.435746337,2774.55,83.75,1261.75,113.0613513,0.000773744,0.033376508,0.414531178,1.059316713,0.110935459,0.638275048,0.433816167,0.964114647,3043.8,64.5,1.098745586,0.056412731,,,,,,,,,,,,,,
10550-37,Bone morphogenetic protein receptor type-1B,BMPR1B,O00238,374.1666667,21.44128935,0.675732561,0.308537539,0.958295983,390.45,29.15,398,34.85159011,0.607477932,0.433816167,0.914311969,1.065604074,0.096021636,0.560928575,0.433816167,0.959203987,435.3,53,1.110925401,0.052801958,,,,,,,,,,,,,,
